iso_code,country,year,coal_prod_change_pct,coal_prod_change_twh,gas_prod_change_pct,gas_prod_change_twh,oil_prod_change_pct,oil_prod_change_twh,energy_cons_change_pct,energy_cons_change_twh,biofuel_share_elec,biofuel_elec_per_capita,biofuel_cons_change_pct,biofuel_share_energy,biofuel_cons_change_twh,biofuel_consumption,biofuel_cons_per_capita,carbon_intensity_elec,coal_share_elec,coal_cons_change_pct,coal_share_energy,coal_cons_change_twh,coal_consumption,coal_elec_per_capita,coal_cons_per_capita,coal_production,coal_prod_per_capita,electricity_demand,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,other_renewable_exc_biofuel_electricity,other_renewable_electricity,renewables_electricity,solar_electricity,wind_electricity,electricity_generation,energy_per_gdp,energy_per_capita,fossil_cons_change_pct,fossil_share_energy,fossil_cons_change_twh,fossil_fuel_consumption,fossil_energy_per_capita,fossil_cons_per_capita,fossil_share_elec,gdp,gas_share_elec,gas_cons_change_pct,gas_share_energy,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_energy_per_capita,gas_production,gas_prod_per_capita,hydro_share_elec,hydro_cons_change_pct,hydro_share_energy,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_energy_per_capita,low_carbon_share_elec,low_carbon_electricity,low_carbon_elec_per_capita,low_carbon_cons_change_pct,low_carbon_share_energy,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_energy_per_capita,net_elec_imports_share_demand,net_elec_imports,nuclear_share_elec,nuclear_cons_change_pct,nuclear_share_energy,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_energy_per_capita,oil_share_elec,oil_cons_change_pct,oil_share_energy,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_energy_per_capita,oil_production,oil_prod_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_elec_per_capita,other_renewables_cons_change_pct,other_renewables_share_energy,other_renewables_cons_change_twh,other_renewable_consumption,other_renewables_share_elec_exc_biofuel,other_renewables_share_elec,other_renewables_energy_per_capita,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_share_elec,renewables_cons_change_pct,renewables_share_energy,renewables_cons_change_twh,renewables_consumption,renewables_energy_per_capita,solar_share_elec,solar_cons_change_pct,solar_share_energy,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_energy_per_capita,wind_share_elec,wind_cons_change_pct,wind_share_energy,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_energy_per_capita
SSD,South Sudan,2017,,,,,7.394,5.806,-12.366,-0.956,0,0,,,,,,,0,,,,,0,,,,0.51,0,0,0.507,0,0,0,0.507,0,0,0.003,0.003,0,0.51,,620.734,,,,,,46.437,99.411,,0,,,,,0,,,,0,,,,,0,,0.589,0.003,0.275,,,,,,0,0,0,,,,,0,,99.411,,,,,46.437,,84.326,7728.729,0,0,,,,,0,0,,46.712,10910774,6.773,0.275,0.589,,,,,,0.589,,,,,0.275,,0,,,,,0,
ESP,Spain,2017,64.445,5.14,0,,0,,1.32,20.677,2.228,130.339,17.273,0.956,2.235,15.175,325.303,306,16.537,28.131,9.852,34.34,156.41,967.47,3353.023,13.117,281.184,282.07,6.08,45.13,126.93,64.04,18.32,58.04,17.76,0,6.08,87.93,14.4,49.13,272.9,1.089,34033.837,5.599,76.06,64.019,1207.518,25886.06,2721.051,46.512,1.45802E+12,23.466,8.896,19.975,25.905,317.121,1372.852,6798.262,,,6.713,-49.941,2.885,-45.697,45.805,392.733,981.941,53.488,145.97,3129.219,-10.236,23.94,-43.343,380.074,8147.804,3.251,9.17,21.268,-1.448,9.151,-2.134,145.28,1244.227,3114.431,6.508,0.517,46.233,3.774,733.986,380.728,15734.775,,,0,130.339,6.665,0.957,0.95,15.195,0,2.228,325.742,5850.269,46647424,1587.591,1884.992,32.221,-14.93,14.789,-41.208,234.794,5033.374,5.277,4.36,2.255,1.496,35.802,308.699,767.496,18.003,-0.155,7.736,-0.191,122.818,1053.22,2632.891
LKA,Sri Lanka,2017,,,,,,,5.478,4.716,0.455,3.171,,,,,,,29.525,3.588,17.401,0.547,15.801,205.648,747.886,,,14.716,0.067,4.345,10.162,0,3.981,0,5.817,0,0.067,4.554,0.141,0.365,14.716,0.37,4298.052,6.59,87.089,4.89,79.085,3743.131,480.989,69.055,2.45346E+11,0,,0,0,0,0,0,,,27.052,-5.291,11.098,-0.563,10.078,188.423,477.016,30.945,4.554,215.543,-1.461,12.911,-0.174,11.724,554.924,0,0,0,,0,0,0,0,0,39.53,7.367,69.688,4.342,63.284,275.34,2995.246,,,0,3.171,-7.44,0.184,-0.013,0.168,0,0.455,7.928,696.532,21128028,90.809,215.543,30.945,-1.461,12.911,-0.174,11.724,554.924,0.958,169.12,0.618,0.353,0.562,6.674,26.577,2.48,5.736,1.01,0.05,0.917,17.276,43.403
SDN,Sudan,2017,,,,,-8.934,-5.317,2.164,2.286,0.769,2.867,,,,,,,0,,,,,0,,,,15.214,0.117,0,5.823,1.641,9.254,0,4.182,0,0.117,9.391,0.02,0,15.214,,2644.995,,,,,,142.681,38.275,,10.785,,,,,40.204,,,,60.824,,,,,226.739,,61.725,9.391,230.096,,,,,,0,0,0,,,,,0,,27.49,,,,,102.477,,54.202,1328.049,0,2.867,,,,,0,0.769,,372.777,40813400,107.951,230.096,61.725,,,,,,0.131,,,,,0.49,,0,,,,,0,
SUR,Suriname,2017,,,,,,,16.511,1.806,0.344,11.308,,,,,,,0,,,,,0,,,,1.875,0.006,0,0.943,0,0.917,0,0.943,0,0.006,0.932,0.009,0,1.875,,22343,,,,,,1652.618,50.283,,0,,,,,0,,,,48.893,,,,,1606.903,,49.717,0.932,1633.987,,,,,,0,0,0,,,,,0,,50.283,,,,,1652.618,,,,0,11.308,,,,,0,0.344,,3286.604,570501,12.747,1633.987,49.717,,,,,,0.48,,,,,15.776,,0,,,,,0,
SWE,Sweden,2017,,,,,,,3.223,19.141,7.356,1219.599,13.222,2.842,2.035,17.422,1758.966,10,0.195,-0.255,3.747,-0.059,22.97,32.307,2319.053,,,145.24,12.08,0.32,3.47,0.33,65.14,65.7,2.82,0,12.08,95.06,0.23,17.61,164.23,1.349,61884.099,-0.77,31.666,-1.506,194.096,19595.948,350.332,2.113,4.54544E+11,0.201,-3.732,1.569,-0.373,9.616,33.317,970.859,,,39.664,4.134,26.496,6.448,162.41,6576.546,16396.956,97.887,160.76,16230.359,5.185,68.334,20.648,418.86,42288.201,-13.075,-18.99,40.005,3.5,26.795,5.554,164.24,6633.084,16581.714,1.717,-0.661,26.349,-1.075,161.509,284.708,16306.035,,,0,1219.599,4.499,4.925,1.3,30.19,0,7.356,3047.99,16580.691,9904895,612.956,9597.275,57.882,6.301,41.54,15.093,254.62,25706.488,0.14,59.893,0.094,0.215,0.575,23.221,58.052,10.723,13.091,7.182,5.096,44.023,1777.909,4444.523
CHE,Switzerland,2017,,,,,,,0.237,0.731,5.266,367.322,,,,,,,0,-3.758,0.415,-0.05,1.281,0,151.441,,,64.531,3.106,0,0.714,0,33.754,19.591,0.714,0,3.106,38.676,1.683,0.133,58.981,0.596,36505.015,1.963,52.324,3.11,161.515,19101.078,84.486,1.211,5.17731E+11,0,0.422,11.338,0.147,34.997,0,4138.847,,,57.228,-2.117,27.614,-1.844,85.238,3991.818,10080.478,98.789,58.267,6890.776,-1.968,47.197,-2.925,145.687,17229.208,8.6,5.55,33.216,-4.204,16.623,-2.252,51.313,2316.872,6068.405,1.211,2.465,40.572,3.012,125.237,84.486,14810.79,,,0,367.322,5.924,1.489,0.257,4.595,0,5.266,543.415,6975.262,8455797,308.679,4573.904,65.573,-0.708,30.573,-0.673,94.373,11160.803,2.853,25.514,1.363,0.855,4.208,199.035,497.588,0.225,21.301,0.108,0.058,0.333,15.729,39.322
SYR,Syria,2017,,,-1.333,-0.471,-2.038,-0.261,0.618,0.734,0.19,1.93,,,,,,,0,,,,,0,,,,16.835,0.033,0,16.599,7.486,0.746,0,9.112,0,0.033,0.779,0,0,17.378,2.16,6995.52,,,,,,970.92,95.517,55368779511,43.08,,,,,437.898,,34.872,2039.844,4.293,,,,,43.637,,4.483,0.779,45.567,,,,,,-3.226,-0.543,0,,,,,0,,52.438,,,,,533.021,,12.547,733.903,0,1.93,,,,,0,0.19,,1016.487,17095670,119.593,45.567,4.483,,,,,,0,,,,,0,,0,,,,,0,
TWN,Taiwan,2017,,,,,,,0.463,6.302,1.4,149.063,,,,,,,46.694,3.317,34.432,15.123,471.061,4972.935,19897.374,,,252.134,3.529,117.732,218.185,84.172,5.446,21.56,16.281,0,3.529,12.389,1.692,1.722,252.134,1.349,57787.637,2.456,93.909,30.802,1284.761,54267.602,9216.016,86.535,1.01392E+12,33.384,10.873,16.991,22.797,232.451,3555.39,9818.596,,,2.16,-17.483,0.995,-2.885,13.617,230.036,575.177,13.465,33.949,1433.987,-22.832,6.056,-24.513,82.851,3499.59,0,0,8.551,-29.525,4.102,-23.508,56.114,910.683,2370.22,6.457,-1.21,42.486,-7.117,581.248,687.691,24551.632,,,0,149.063,-2.964,0.34,-0.142,4.645,0,1.4,196.223,10650.004,23674546,1368.096,523.305,4.914,-3.624,1.954,-1.005,26.737,1129.37,0.671,49.471,0.305,1.38,4.169,71.469,176.081,0.683,17.516,0.315,0.642,4.306,72.736,181.889
TJK,Tajikistan,2017,,,,,,,3.489,2.272,0,0,,,,,,,0,,,,,0,,,,16.573,0,0,0.922,0,16.962,0,0.922,0,0,16.962,0,0,17.884,1.892,7587.469,,,,,,103.841,5.156,35607221865,0,,,,,0,,,,94.844,,,,,1910.077,,94.844,16.962,1910.077,,,,,,-7.91,-1.311,0,,,,,0,,5.156,,,,,103.841,,,,0,0,,,,,0,0,,2013.918,8880270,67.379,1910.077,94.844,,,,,,0,,,,,0,,0,,,,,0,
TZA,Tanzania,2017,,,,,,,-8.891,-5.121,1.038,1.317,,,,,,,0,,,,,0,,,,7.045,0.072,0,4.501,3.462,2.327,0,1.038,0,0.072,2.438,0.039,0,6.939,0.346,960.034,,,,,,82.34,64.864,1.5152E+11,49.901,,,,,63.346,,,,33.536,,,,,42.572,,35.136,2.438,44.603,,,,,,1.505,0.106,0,,,,,0,,14.963,,,,,18.994,,,,0,1.317,,,,,0,1.038,,126.942,54660344,52.476,44.603,35.136,,,,,,0.562,,,,,0.713,,0,,,,,0,
THA,Thailand,2017,-4.638,-2.322,-3.561,-13.272,-3.116,-6.569,1.708,25.245,8.962,223.119,10.573,1.414,2.032,21.251,307.055,,19.346,0.397,13.893,0.826,208.857,481.66,3017.735,47.747,689.893,195.661,15.442,33.336,146.569,112.925,4.647,0,0.308,0.002,15.444,25.743,4.543,1.109,172.312,1.393,21720.551,1.027,95.321,14.573,1432.944,20704.338,2117.742,85.06,1.07923E+12,65.535,-0.95,33.316,-4.805,500.838,1631.63,7236.521,359.465,5193.846,2.697,31.513,0.779,2.808,11.718,67.145,169.311,14.94,25.743,371.957,17.887,4.679,10.672,70.333,1016.23,11.933,23.349,0,,0,0,0,0,0,0.179,2.633,48.111,18.551,723.248,4.452,10450.083,204.257,2951.278,0.029,223.148,4.79,1.546,1.062,23.234,0.001,8.963,335.703,2489.699,69209824,1503.276,371.957,14.94,17.887,4.679,10.672,70.333,1016.23,2.637,33.736,0.756,2.865,11.358,65.641,164.103,0.644,219.558,0.184,1.905,2.773,16.024,40.059
TLS,Timor,2017,,,,,,,1.999,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1712.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243260,2.129,,,,,,,,,,,,,,,,,,,,,
TGO,Togo,2017,,,,,,,-7.298,-0.656,0,0,,,,,,,0,,,,,0,,,,1.51,0,0,0.559,0.122,0.102,0,0.437,0,0,0.105,0.003,0,0.664,0.738,1082.808,,,,,,72.651,84.198,11293046936,18.398,,,,,15.875,,,,15.351,,,,,13.245,,15.802,0.105,13.635,,,,,,56.016,0.846,0,,,,,0,,65.8,,,,,56.776,,,,0,0,,,,,0,0,,86.286,7698476,8.336,13.635,15.802,,,,,,0.452,,,,,0.39,,0,,,,,0,
TON,Tonga,2017,,,,,,,18.691,0.111,0,0,,,,,,,0,,,,,0,,,,0.054,0,0,0.054,0,0,0,0.054,0,0,0,0,0,0.054,,6901.994,,,,,,529.401,100,,0,,,,,0,,,,0,,,,,0,,0,0,0,,,,,,0,0,0,,,,,0,,100,,,,,529.401,,,,0,0,,,,,0,0,,529.401,102002,0.704,0,0,,,,,,0,,,,,0,,0,,,,,0,
TTO,Trinidad and Tobago,2017,,,1.89,5.912,1.122,0.565,6.111,12.053,0,0,,,,,,,0,,0,0,0,0,0,,,9.336,0,0,9.331,8.152,0,0,1.179,0,0,0.005,0.005,0,9.336,6.017,151210.889,6.111,99.994,12.053,209.272,151201.706,6742.034,99.946,34782568636,87.317,8.291,87.676,14.049,183.493,5890.085,132576.21,318.729,230285.736,0,,0,0,0,0,0,0.054,0.005,3.613,-0.517,0.006,0,0.013,9.304,0,0,0,,0,0,0,0,0,12.63,-7.186,12.318,-1.996,25.779,851.95,18625.496,50.939,36803.714,0,0,,0,0,0,0,0,0,6745.647,1384060,209.285,3.613,0.054,-0.517,0.006,0,0.013,9.304,0.054,-0.517,0.006,0,0.013,3.613,9.304,0,,0,0,0,0,0
TUN,Tunisia,2017,,,0,,-19.217,-6.16,5.863,6.567,0,0,,,,,,,0,,,,,0,,,,19.139,0,0,18.573,18.573,0.017,0,0,0,0,0.599,0.133,0.449,19.172,0.934,10371.615,,,,,,1624.404,96.876,1.2694E+11,96.876,,,,,1624.404,,,,0.089,,,,,1.487,,3.124,0.599,52.39,,,,,,-0.172,-0.033,0,,,,,0,,0,,,,,0,,25.897,2264.981,0,0,,,,,0,0,,1676.794,11433438,118.583,52.39,3.124,,,,,,0.694,,,,,11.633,,2.342,,,,,39.271,
TUR,Turkey,2017,-2.415,-4.342,0,,0,,6.021,100.528,0.708,25.889,,,,,,,32.176,2.605,25.925,11.652,458.912,1175.84,5657.449,175.455,2163.002,295.85,2.1,95.38,209.19,110.49,58.22,0,3.32,6.13,8.23,87.24,2.89,17.9,296.43,1.099,21822.328,7.578,87.605,109.241,1550.745,19117.514,2578.885,70.57,1.61046E+12,37.274,15.871,29.132,70.635,515.681,1362.116,6357.294,,,19.64,-13.915,8.222,-23.526,145.546,717.734,1794.289,29.43,87.24,1075.491,-3.872,12.324,-8.788,218.158,2689.441,-0.196,-0.58,0,,0,0,0,0,0,1.12,4.908,32.548,26.954,576.151,40.929,7102.771,,,75.57,101.459,27.114,1.165,4.4,20.629,2.068,2.776,254.311,3654.376,81116456,1770.15,1075.491,29.43,-3.872,12.324,-8.788,218.158,2689.441,0.975,175.362,0.408,4.6,7.223,35.628,89.048,6.039,14.702,2.529,5.737,44.76,220.67,551.794
TKM,Turkmenistan,2017,,,-7.186,-45.428,-0.379,-0.581,-1.043,-3.439,0,0,,,,,,,0,,0,0,0,0,0,,,17.985,0,0,21.182,7.23,0.003,0,13.952,0,0,0.003,0,0,21.185,2.431,56637.81,-1.043,99.992,-3.438,326.077,56633.464,3678.914,99.986,1.34138E+11,34.13,-1.418,75.924,-3.561,247.589,1255.773,43001.618,586.775,101911.908,0.014,-0.748,0.002,0,0.008,0.521,1.369,0.014,0.003,0.521,-0.843,0.008,0,0.025,4.392,-17.793,-3.2,0,,0,0,0,0,0,65.856,0.157,24.068,0.123,78.488,2423.141,13631.845,152.702,26521.489,0,0,,0,0,0,0,0,0,3679.435,5757667,326.102,0.521,0.014,-0.843,0.008,0,0.025,4.392,0,-0.886,0.005,0,0.017,0,3.022,0,,0,0,0,0,0
TCA,Turks and Caicos Islands,2017,,,,,,,8.239,0.073,0,0,,,,,,,0,,,,,0,,,,0.222,0,0,0.222,0,0,0,0.222,0,0,0,0,0,0.222,,25734.03,,,,,,5981.248,100,,0,,,,,0,,,,0,,,,,0,,0,0,0,,,,,,0,0,0,,,,,0,,100,,,,,5981.248,,,,0,0,,,,,0,0,,5981.248,37116,0.955,0,0,,,,,,0,,,,,0,,0,,,,,0,
TUV,Tuvalu,2017,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11365,0,,,,,,,,,,,,,,,,,,,,,
,U.S. Pacific Islands,2017,,,,,,,0.294,0.004,0,,,,,,,,0,,,,,,,,,0.509,0,0,0.509,0,0,0,0.509,0,0,0,0,0,0.509,,,,,,,,,100,,0,,,,,,,,,0,,,,,,,0,0,,,,,,,0,0,0,,,,,,,100,,,,,,,,,,,,,,,0,0,,,,1.245,,0,,,,,,0,,,,,,,0,,,,,,
,U.S. Territories,2017,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,USSR,2017,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,5.62812E+12,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
UGA,Uganda,2017,,,,,,,8.921,2.672,11.915,12.243,,,,,,,0,,,,,0,,,,3.94,0.504,0,0.258,0,3.407,0,0.258,0,0.504,3.972,0.061,0,4.23,0.401,792.414,,,,,,6.279,6.111,81428811459,0,,,,,0,,,,80.532,,,,,82.751,,93.889,3.972,96.476,,,,,,-7.36,-0.29,0,,,,,0,,6.111,,,,,6.279,,,,0,12.243,,,,,0,11.915,,102.755,41166588,32.621,96.476,93.889,,,,,,1.442,,,,,1.482,,0,,,,,0,
UKR,Ukraine,2017,-25.194,-53.356,1.99,3.786,0,,-6.965,-72.615,0.136,4.72,,,,,,,30.967,-20.626,30.882,-77.84,299.554,1074.904,6733.414,158.424,3561.085,149.24,0.21,47.82,57.96,7.39,8.95,85.58,2.75,0,0.21,10.88,0.74,0.98,154.42,2.323,21803.655,-10.665,75.091,-86.951,728.377,16372.546,1302.832,37.534,4.17634E+11,4.786,-3.916,31.124,-12.303,301.905,166.113,6786.265,194.014,4361.076,5.796,15.883,2.306,3.066,22.369,201.179,502.814,62.466,96.46,2168.239,6.28,24.856,14.247,241.097,5419.412,-3.471,-5.18,55.42,5.093,22.056,10.368,213.941,1923.677,4808.984,1.781,2.58,13.084,3.192,126.917,61.815,2852.868,,,0,4.72,53.43,0.054,0.183,0.525,0,0.136,11.795,3471.071,44487708,969.995,244.562,7.046,16.662,2.8,3.879,27.157,610.428,0.479,46.181,0.186,0.57,1.804,16.634,40.556,0.635,2.497,0.253,0.06,2.459,22.029,55.263
ARE,United Arab Emirates,2017,,,-0.043,-0.256,-3.375,-71.586,0.262,3.38,0.005,0.632,,,,,,,0,15.67,1.915,3.354,24.76,0,2609.861,,,126.426,0.006,0,125.788,125.785,0,0,0.003,0,0.006,0.741,0.734,0.001,126.529,1.78,136265.375,0.176,99.847,2.27,1290.801,136056.974,13258.698,99.414,7.26265E+11,99.412,0.675,56.016,4.859,724.168,13258.37,76331.109,594.952,62710.974,0,,0,0,0,0,0,0.586,0.741,78.105,127.992,0.153,1.111,1.978,208.51,-0.081,-0.103,0,,0,0,0,0,0,0.002,-1.085,41.915,-5.943,541.871,0.328,57116.005,2049.489,216026.617,0,0.632,-0.552,0.001,0,0.015,0,0.005,1.581,13336.803,9487206,1292.778,78.105,0.586,127.992,0.153,1.111,1.978,208.51,0.58,130.266,0.152,1.111,1.963,77.367,206.929,0.001,,0,0,0,0.105,0
GBR,United Kingdom,2017,-27.916,-9.319,0.351,1.465,-1.716,-9.47,-0.431,-9.564,9.511,477.614,-1.242,0.49,-0.136,10.827,162.251,264,6.723,-18.27,4.766,-23.548,105.345,337.642,1578.737,24.062,360.604,349.86,31.87,22.53,165.91,136.75,5.88,70.34,6.63,0,31.87,98.85,11.46,49.64,335.1,0.882,33125.697,-2.385,80.37,-43.398,1776.485,26623.002,2486.383,49.511,2.5066E+12,40.809,-2.633,35.536,-21.245,785.491,2049.381,11771.642,418.846,6276.973,1.755,8.876,0.665,1.199,14.705,88.12,220.369,50.489,169.19,2535.538,8.457,19.63,33.834,433.91,6502.721,4.219,14.76,20.991,-2.514,7.955,-4.535,175.841,1054.139,2635.215,1.979,0.158,40.067,1.396,885.648,99.359,13272.624,542.311,8127.25,0,477.614,5.472,3.608,4.137,79.746,0,9.511,1195.1,5021.921,66727460,2210.394,1481.399,29.499,17.465,11.675,38.369,258.069,3867.506,3.42,9.608,1.298,2.515,28.689,171.743,429.938,14.813,32.804,5.615,30.655,124.103,743.922,1859.848
USA,United States,2017,6.534,266.804,2.587,188.146,5.877,371.092,0.323,82.484,1.547,193.062,-0.149,1.533,-0.585,392.889,1208.576,,29.713,-2.731,15.033,-108.149,3852.593,3709.295,11851.051,4350.379,13382.291,4114.575,62.762,1205.835,2549.205,1308.884,293.839,804.95,34.486,15.927,78.688,704.106,77.276,254.303,4058.261,1.456,78831.384,-0.473,83.23,-101.449,21329.38,65611.754,7841.663,62.815,1.75963E+13,32.252,-1.216,28.876,-91.067,7399.923,4026.285,22763.076,7461.707,22953.114,7.241,11.865,2.895,78.705,742.017,903.883,2282.533,37.185,1509.056,4642.038,4.471,16.77,183.933,4297.52,13219.693,1.369,56.314,19.835,-0.68,8.266,-14.505,2118.29,2476.123,6516.117,0.85,0.98,39.321,97.766,10076.847,106.083,30997.627,6685.594,20565.696,48.993,242.055,-0.495,0.808,-1.029,207.001,0.392,1.939,636.76,12483.701,325084736,25626.88,2165.916,17.35,10.018,8.504,198.437,2179.23,6703.576,1.904,40.018,0.761,55.774,195.144,237.712,600.287,6.266,11.372,2.506,65.573,642.179,782.266,1975.42
VIR,United States Virgin Islands,2017,,,,,,,-0.438,-0.044,0,0,,,,,,,0,,,,,0,,,,0.523,0,0,0.516,0,0,0,0.516,0,0,0.007,0.007,0,0.523,,94865.664,,,,,,4926.249,98.616,,0,,,,,0,,,,0,,,,,0,,1.384,0.007,69.12,,,,,,0,0,0,,,,,0,,98.616,,,,,4926.249,,,,0,0,,,,,0,0,,4995.37,104745,9.937,69.12,1.384,,,,,,1.384,,,,,69.12,,0,,,,,0,
URY,Uruguay,2017,,,,,,,-3.476,-2.353,17.999,747.24,,,,,,,0,,,,,0,,,,12.808,2.568,0,0.213,0.087,7.443,0,0.126,0,2.568,14.054,0.269,3.774,14.267,0.968,19012.703,,,,,,62.09,1.496,67467735525,0.61,,,,,25.325,,,,52.168,,,,,2165.775,,98.504,14.054,4089.454,,,,,,-11.391,-1.459,0,,,,,0,,0.886,,,,,36.764,,,,0,747.24,,,,,0,17.999,,4151.543,3436645,65.34,4089.454,98.504,,,,,,1.885,,,,,78.274,,26.452,,,,,1098.164,
UZB,Uzbekistan,2017,4.432,0.56,0.511,2.716,4.753,1.459,0.251,1.286,0,0,,,,,,,18.942,-5.57,3.207,-0.973,16.492,344.142,516.015,13.187,412.604,57.426,0,10.999,49.717,37.41,8.343,0,1.308,0,0,8.349,0.006,0,58.066,1.609,16092.136,-0.274,95.903,-1.357,493.231,15432.877,1555.599,85.621,3.19616E+11,64.426,-0.521,83.805,-2.257,431.012,1170.52,13486.09,533.957,16707.145,14.368,14.34,4.097,2.642,21.068,261.047,659.217,14.379,8.349,261.244,14.344,4.097,2.643,21.07,659.272,-1.114,-0.64,0,,0,0,0,0,0,2.253,4.272,8.891,1.873,45.727,40.937,1430.771,32.15,1005.951,0,0,,0,0,0,0,0,0,1816.843,31959774,514.301,261.244,14.379,14.344,4.097,2.643,21.07,659.272,0.011,131.618,0,0.001,0.002,0.197,0.055,0,,0,0,0,0,0
VUT,Vanuatu,2017,,,,,,,11.502,0.08,0.155,0.35,,,,,,,0,,,,,0,,,,0.064,0,0,0.055,0,0,0,0.055,0,0,0.009,0.004,0.005,0.064,,2705.609,,,,,,192.645,85.467,,0,,,,,0,,,,0,,,,,0,,14.533,0.009,32.757,,,,,,0,0,0,,,,,0,,85.467,,,,,192.645,,,,0,0.35,,,,,0,0.155,,225.402,285499,0.772,32.757,14.533,,,,,,6.918,,,,,15.594,,7.459,,,,,16.813,
VEN,Venezuela,2017,-18.382,-0.673,3.67,13.667,-11.112,-156.413,-2.166,-17.991,0,0,,,,,,,0,-44.445,0.117,-0.762,0.953,0,32.404,2.987,101.577,99.517,0,0,40.601,40.601,59.902,0,0,0,0,59.98,0.007,0.071,100.581,2.111,27634.648,-1.639,81.753,-11.071,664.262,22592.043,1380.884,40.367,3.84943E+11,40.367,3.67,47.513,13.667,386.054,1380.884,13129.987,386.054,13129.977,59.556,-4.46,18.244,-6.92,148.241,2037.309,5041.776,59.633,59.98,2039.962,-4.459,18.247,-6.92,148.266,5042.627,-1.069,-1.064,0,,0,0,0,0,0,0,-7.959,34.123,-23.976,277.255,0,9429.651,1251.202,42554.289,0,0,,0,0,0,0,0,0,3420.846,29402480,812.527,2039.962,59.633,-4.459,18.247,-6.92,148.266,5042.627,0.007,-0.88,0.003,0,0.025,0.238,0.851,0.071,,0,0,0,2.415,0
VNM,Vietnam,2017,-0.842,-2.123,-7.012,-7.18,-10.709,-19.317,7.067,60.631,0.04,0.803,,,,,,,32.783,-0.08,35.917,-0.264,329.915,662.659,3487.455,250.148,2644.249,191.832,0.076,62.688,102.721,39.576,88.092,0,0.457,0,0.076,88.5,0.009,0.323,191.222,1.487,9709.833,0.673,75.746,4.652,695.766,7354.775,1085.842,53.718,6.17775E+11,20.697,-7.012,10.365,-7.18,95.207,418.351,1006.409,95.207,1006.409,46.068,33.601,24.158,55.809,221.905,931.201,2345.708,46.282,88.5,935.514,33.558,24.254,55.979,222.791,2355.066,0.319,0.611,0,,0,0,0,0,0,0.239,4.678,29.464,12.096,270.644,4.832,2860.911,161.076,1702.689,0,0.803,11.771,0.021,0.02,0.191,0,0.04,2.02,2021.355,94600640,918.556,935.514,46.282,33.558,24.254,55.979,222.791,2355.066,0.005,39.634,0.003,0.007,0.023,0.095,0.248,0.169,27.128,0.073,0.143,0.671,3.414,7.09
,Wake Island,2017,,,,,,,0.002,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.664,,,,,,,,,,,,,,,,,,,,,
,Western Africa,2017,,,,,,,8.181,50.651,,,,,,,,,,1.161,1.681,0.129,11.26,,,,,,,,,,18.575,0,,,0.37,19.432,0.308,0.178,70.911,,,7.566,92.747,43.695,621.182,,,,,,4.909,33.074,10.365,221.514,,,,,26.195,16.666,6.934,6.634,46.439,,,27.403,19.432,,16.713,7.253,6.956,48.579,,,,0,,0,0,0,,,,9.347,57.992,33.2,388.407,,,,,,,26.379,0.138,0.193,0.926,,0.522,,,,669.76,,27.403,16.713,7.253,6.956,48.579,,0.435,21.187,0.115,0.135,0.771,,,0.25,-1.246,0.066,-0.006,0.444,,
ESH,Western Sahara,2017,,,,,,,2.092,0.022,,0,,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1968.647,,,,,,0,,,,,,,,0,,,,,,,,,0,,,0,0,,,,,,,0,,,,,,0,,,,,,,0,,,,0,0,,,,,,,,0,552617,1.088,0,,,,,,,,,,,,0,,,,,,,0,
