iso_code,country,year,coal_prod_change_pct,coal_prod_change_twh,gas_prod_change_pct,gas_prod_change_twh,oil_prod_change_pct,oil_prod_change_twh,energy_cons_change_pct,energy_cons_change_twh,biofuel_share_elec,biofuel_elec_per_capita,biofuel_cons_change_pct,biofuel_share_energy,biofuel_cons_change_twh,biofuel_consumption,biofuel_cons_per_capita,carbon_intensity_elec,coal_share_elec,coal_cons_change_pct,coal_share_energy,coal_cons_change_twh,coal_consumption,coal_elec_per_capita,coal_cons_per_capita,coal_production,coal_prod_per_capita,electricity_demand,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,other_renewable_exc_biofuel_electricity,other_renewable_electricity,renewables_electricity,solar_electricity,wind_electricity,electricity_generation,energy_per_gdp,energy_per_capita,fossil_cons_change_pct,fossil_share_energy,fossil_cons_change_twh,fossil_fuel_consumption,fossil_energy_per_capita,fossil_cons_per_capita,fossil_share_elec,gdp,gas_share_elec,gas_cons_change_pct,gas_share_energy,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_energy_per_capita,gas_production,gas_prod_per_capita,hydro_share_elec,hydro_cons_change_pct,hydro_share_energy,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_energy_per_capita,low_carbon_share_elec,low_carbon_electricity,low_carbon_elec_per_capita,low_carbon_cons_change_pct,low_carbon_share_energy,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_energy_per_capita,net_elec_imports_share_demand,net_elec_imports,nuclear_share_elec,nuclear_cons_change_pct,nuclear_share_energy,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_energy_per_capita,oil_share_elec,oil_cons_change_pct,oil_share_energy,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_energy_per_capita,oil_production,oil_prod_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_elec_per_capita,other_renewables_cons_change_pct,other_renewables_share_energy,other_renewables_cons_change_twh,other_renewable_consumption,other_renewables_share_elec_exc_biofuel,other_renewables_share_elec,other_renewables_energy_per_capita,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_share_elec,renewables_cons_change_pct,renewables_share_energy,renewables_cons_change_twh,renewables_consumption,renewables_energy_per_capita,solar_share_elec,solar_cons_change_pct,solar_share_energy,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_energy_per_capita,wind_share_elec,wind_cons_change_pct,wind_share_energy,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_energy_per_capita
GHA,Ghana,2019,,,,,,,6.832,6.408,0.138,0.548,,,,,,,0,,,,,0,,,,11.402,0.017,0,6.018,6.018,6.013,0,0,0,0.017,6.063,0.033,0,12.081,,3294.342,,,,,,197.83,49.811,,49.811,,,,,197.83,,,,49.777,,,,,197.694,,50.189,6.063,199.328,,,,,,-5.952,-0.679,0,,,,,0,,0,,,,,0,,,,0,0.548,,,,,0,0.138,,397.158,30417858,100.207,199.328,50.189,,,,,,0.273,,,,,1.085,,0,,,,,0,
GRC,Greece,2019,19.947,9.917,0,,0,,5.372,16.892,0.824,38.192,,,,,,606,24.959,13.295,18.183,7.07,60.246,1157.212,5752.249,59.633,5693.716,58.5,0.4,12.12,32.48,14.5,3.98,0,5.86,0,0.4,16.08,4.43,7.27,48.56,,31635.945,6.219,87.311,16.938,289.293,27621.587,3101.174,66.886,,29.86,9.784,15.641,4.619,51.825,1384.453,4948.201,,,8.196,-31.001,2.973,-4.425,9.849,380.008,940.42,33.114,16.08,1535.31,-0.825,12.013,-0.331,39.804,3800.463,16.991,9.94,0,,0,0,0,0,0,12.068,3.053,53.487,5.25,177.223,559.51,16921.137,,,0,38.192,27.534,0.3,0.215,0.996,0,0.824,95.05,4636.485,10473452,331.338,1535.31,33.114,-0.825,12.013,-0.331,39.804,3800.463,9.123,16.396,3.31,1.545,10.966,422.974,1047.024,14.971,14.909,5.43,2.335,17.993,694.136,1717.969
GRL,Greenland,2019,,,,,,,-2.478,-0.089,0,0,,,,,,,0,,,,,0,,,,0.513,0,0,0.101,0,0.412,0,0.101,0,0,0.412,0,0,0.513,,62156.118,,,,,,1786.21,19.717,,0,,,,,0,,,,80.283,,,,,7273.091,,80.283,0.412,7273.091,,,,,,0,0,0,,,,,0,,19.717,,,,,1786.21,,,,0,0,,,,,0,0,,9059.301,56660,3.522,7273.091,80.283,,,,,,0,,,,,0,,0,,,,,0,
GRD,Grenada,2019,,,,,,,-0.057,-0.001,0,0,,,,,,,0,,,,,0,,,,0.224,0,0,0.221,0,0,0,0.221,0,0,0.003,0.003,0,0.224,,11660.634,,,,,,1973.179,98.443,,0,,,,,0,,,,0,,,,,0,,1.557,0.003,31.205,,,,,,0,0,0,,,,,0,,98.443,,,,,1973.179,,,,0,0,,,,,0,0,,2004.384,112002,1.306,31.205,1.557,,,,,,1.468,,,,,29.419,,0.089,,,,,1.786,
GLP,Guadeloupe,2019,,,,,,,-0.027,-0.002,4.264,178.342,,,,,,,0,,,,,0,,,,1.673,0.071,0,1.449,0,0,0,1.449,0,0.071,0.224,0.1,0.052,1.673,,21482.747,,,,,,3622.899,86.627,,0,,,,,0,,,,0,,,,,0,,13.373,0.224,559.296,,,,,,0,0,0,,,,,0,,86.627,,,,,3622.899,,,,0,178.342,,,,,0,4.264,,4182.195,400048,8.594,559.296,13.373,,,,,,5.977,,,,,249.97,,3.132,,,,,130.984,
GUM,Guam,2019,,,,,,,-0.052,-0.004,0,0,,,,,,,0,,,,,0,,,,1.735,0,0,1.667,0,0,0,1.667,0,0,0.068,0.068,0,1.735,,44771.293,,,,,,9964.434,96.081,,0,,,,,0,,,,0,,,,,0,,3.919,0.068,406.468,,,,,,0,0,0,,,,,0,,96.081,,,,,9964.434,,,,0,0,,,,,0,0,,10370.902,167295,7.49,406.468,3.919,,,,,,3.919,,,,,406.468,,0,,,,,0,
GTM,Guatemala,2019,,,,,,,2.944,2.86,20.568,158.86,,,,,,,14.939,,,,,115.382,,,,11.514,2.793,2.029,5.515,0,4.438,0,3.486,0.273,3.066,8.064,0.229,0.331,13.579,,5688.777,,,,,,313.681,40.614,,0,,,,,0,,,,32.684,,,,,252.434,,59.386,8.064,458.674,,,,,,-17.935,-2.065,0,,,,,0,,25.675,,,,,198.299,,,,15.528,174.388,,,,,2.01,22.579,,772.356,17581476,100.017,458.674,59.386,,,,,,1.686,,,,,13.025,,2.438,,,,,18.827,
GIN,Guinea,2019,,,,,,,9.852,1.388,0,0,,,,,,,0,,,,,0,,,,2.31,0,0,1.594,0,0.694,0,1.594,0,0,0.715,0.021,0,2.31,,1211.762,,,,,,124.838,69.028,,0,,,,,0,,,,30.063,,,,,54.369,,30.972,0.715,56.014,,,,,,0,0,0,,,,,0,,69.028,,,,,124.838,,,,0,0,,,,,0,0,,180.851,12771246,15.476,56.014,30.972,,,,,,0.909,,,,,1.644,,0,,,,,0,
GNB,Guinea-Bissau,2019,,,,,,,-0.008,0,0,0,,,,,,,0,,,,,0,,,,0.044,0,0,0.042,0,0,0,0.042,0,0,0.002,0.002,0,0.044,,721.262,,,,,,21.865,95.455,,0,,,,,0,,,,0,,,,,0,,4.545,0.002,1.041,,,,,,0,0,0,,,,,0,,95.455,,,,,21.865,,,,0,0,,,,,0,0,,22.906,1920917,1.385,1.041,4.545,,,,,,4.545,,,,,1.041,,0,,,,,0,
GUY,Guyana,2019,,,,,,,17.699,1.677,0.42,5.962,,,,,,,0,,,,,0,,,,1.111,0.005,0,1.097,0,0,0,1.097,0,0.005,0.014,0.009,0,1.111,,14245.798,,,,,,1401.85,98.777,,0,,,,,0,,,,0,,,,,0,,1.223,0.014,17.363,,,,,,0,0,0,,,,,0,,98.777,,,,,1401.85,,,,0,5.962,,,,,0,0.42,,1419.214,782775,11.151,17.363,1.223,,,,,,0.767,,,,,10.891,,0.036,,,,,0.511,
HTI,Haiti,2019,,,,,,,-10.219,-1.492,0,0,,,,,,,0,,,,,0,,,,0.997,0,0,0.764,0,0.233,0,0.764,0,0,0.234,0.001,0,0.997,,1163.586,,,,,,67.796,76.57,,0,,,,,0,,,,23.329,,,,,20.656,,23.43,0.234,20.745,,,,,,0,0,0,,,,,0,,76.57,,,,,67.796,,,,0,0,,,,,0,0,,88.541,11263079,13.106,20.745,23.43,,,,,,0.1,,,,,0.089,,0,,,,,0,
HND,Honduras,2019,,,,,,,0.783,0.439,11.527,107.53,,,,,,,0,,,,,0,,,,9.524,1.048,0,2.285,0.108,3.534,0,2.176,0.297,1.345,6.808,1.114,0.815,9.092,,5802.885,,,,,,234.402,25.127,,1.19,,,,,11.1,,,,38.864,,,,,362.555,,74.873,6.808,698.484,,,,,,4.539,0.432,0,,,,,0,,23.937,,,,,223.302,,,,30.474,138.004,,,,,3.267,14.793,,932.887,9746115,56.556,698.484,74.873,,,,,,12.253,,,,,114.302,,8.964,,,,,83.623,
HKG,Hong Kong,2019,,,,,,,-4.684,-16.937,0.282,13.134,,,,,,,0,-1.643,20.823,-1.199,71.769,0,9651.386,,,47.068,0.098,0,34.587,0,0,0,34.587,0,0.098,0.1,0.001,0.001,34.687,,46350.124,-4.692,99.928,-16.956,344.42,46316.875,4651.193,99.713,,0,3.275,9.041,0.988,31.162,0,4190.558,,,0,,0,0,0,0,0,0.287,0.1,13.403,9.559,0.054,0.016,0.188,25.261,26.305,12.381,0,,0,0,0,0,0,99.713,-6.485,70.064,-16.745,241.488,4651.193,32474.93,,,0,13.134,9.915,0.053,0.017,0.184,0,0.282,24.682,4664.596,7436157,344.667,13.403,0.287,9.559,0.054,0.016,0.188,25.261,0.003,-3.76,0.001,0,0.003,0.134,0.354,0.003,-3.674,0,0,0.002,0.134,0.225
HUN,Hungary,2019,-21.849,-3.23,0,,0,,1.305,3.505,6.52,229.228,,,,,,227,11.836,-13.436,7.846,-3.314,21.351,416.121,2204.653,11.554,1193.05,46.63,2.22,4.03,13.07,8.57,0.22,16.29,0.47,0.02,2.24,4.69,1.5,0.73,34.05,,28100.379,-0.037,80.057,-0.081,217.87,22496.365,1349.554,38.385,,25.169,2.303,36.172,2.216,98.44,884.903,10164.515,,,0.646,-1.715,0.199,-0.009,0.542,22.716,55.995,61.615,20.98,2166.308,7.168,19.085,3.474,51.939,5362.974,26.978,12.58,47.841,3.146,14.82,1.23,40.333,1682.038,4164.582,1.38,1.048,36.039,1.017,98.079,48.53,10127.197,,,2.065,231.293,-3.26,2.04,-0.187,5.552,0.059,6.579,573.244,3515.862,9684680,272.143,484.27,13.774,23.964,4.265,2.244,11.606,1198.391,4.405,137.119,1.362,2.144,3.707,154.884,382.759,2.144,19.656,0.663,0.297,1.805,75.377,186.394
ISL,Iceland,2019,,,,,,,-4.796,-3.066,0,0,,,,,,,0,-2.083,2.145,-0.028,1.306,0,3850.779,,,19.49,0,0,0,0,13.46,0,0,6.02,6.02,19.49,0,0.01,19.49,,179496.797,-14.107,20.382,-2.037,12.404,36584.913,0,0,,0,,0,0,0,0,0,,,69.061,-2.903,54.774,-0.997,33.334,39700.682,98318.268,100,19.49,57486.351,-2.081,79.289,-1.026,48.252,142320.849,0,0,0,,0,0,0,0,0,0,-15.33,18.237,-2.009,11.098,0,32734.134,,,17756.174,17756.174,-0.231,24.488,-0.035,14.902,30.888,30.888,43954.569,57486.351,339037,60.856,57486.351,100,-2.081,79.289,-1.026,48.252,142320.849,0,,0,0,0,0,0,0.051,50.256,0.027,0.005,0.016,29.495,48.012
IND,India,2019,-1.584,-56.333,-2.135,-5.869,-4.881,-22.448,2.275,209.418,1.065,10.743,15.233,0.25,3.11,23.524,17.215,,72.454,0.054,54.874,2.769,5166.018,730.771,3780.705,3499.012,2560.719,1376.582,14.68,998.538,1046.627,47.98,161.741,45.163,0.108,0.383,15.063,286.385,46.273,63.308,1378.174,,6889.742,1.195,90.638,100.731,8532.921,6244.738,765.964,75.943,,3.481,1.998,6.294,11.604,592.503,35.114,433.618,269.06,196.909,11.736,15.502,4.261,53.846,401.185,118.369,293.604,24.057,331.548,242.64,14.067,9.362,108.688,881.353,645.01,-0.116,-1.592,3.277,15.226,1.188,14.777,111.833,33.052,81.844,0.008,3.213,29.47,86.358,2774.393,0.079,2030.415,437.491,320.174,0.28,11.023,8.572,0.78,5.8,73.462,0.028,1.093,53.763,1008.604,1366417792,9414.266,209.588,20.78,13.9,8.174,93.911,769.52,563.166,3.358,26.88,1.217,24.272,114.569,33.864,83.846,4.594,4.592,1.665,6.884,156.78,46.332,114.738
IDN,Indonesia,2019,10.468,400.129,-7.168,-52.182,-3.403,-15.644,7.238,162.229,3.995,41.504,69.163,2.466,24.239,59.286,219.071,,59.699,20.28,39.455,159.903,948.379,620.169,3504.399,4222.599,15603.106,282.818,11.232,167.833,233.472,48.926,20.949,0,16.712,14.9,26.132,47.663,0.098,0.484,281.135,,8882.066,6.489,94.296,138.122,2266.607,8375.437,862.711,83.046,,17.403,-1.366,18.272,-6.083,439.203,180.79,1622.918,675.834,2497.304,7.452,-2.035,1.705,-0.851,40.972,77.411,151.396,16.954,47.663,176.123,21.333,5.704,24.107,137.109,506.637,0.595,1.683,0,,0,0,0,0,0,5.944,-1.754,36.569,-15.698,879.024,61.753,3248.12,444.02,1640.715,55.058,96.561,-0.258,1.478,-0.092,35.524,5.3,9.295,131.266,1038.834,270625568,2403.714,176.123,16.954,21.333,5.704,24.107,137.109,506.637,0.035,169.139,0.006,0.084,0.134,0.362,0.494,0.172,155.465,0.05,0.726,1.194,1.788,4.41
IRN,Iran,2019,0,,4.054,94.069,-27.852,-708.298,4.858,154.079,0.008,0.289,,,,,,,0.195,3.927,0.621,0.781,20.667,7.206,249.257,,,302.245,0.024,0.597,269.694,190.321,30.071,5.866,78.776,0,0.024,30.737,0.244,0.398,306.298,,40112.955,3.574,97.297,111.66,3236.013,39028.596,3252.706,88.05,,62.136,1.746,67.183,38.339,2234.455,2295.404,26949.123,2414.215,29117.138,9.818,153.315,2.156,43.407,71.719,362.68,864.982,11.95,36.603,441.461,89.319,2.703,42.419,89.911,1084.391,-1.341,-4.053,1.915,-7.238,0.477,-1.239,15.874,70.748,191.453,25.719,7.986,29.492,72.54,980.888,950.095,11830.217,1834.805,22129.042,0,0.289,-0.369,0.002,0,0.061,0,0.008,0.73,3694.167,82913888,3325.921,370.713,10.035,143.71,2.226,43.658,74.037,892.937,0.08,27.707,0.021,0.153,0.704,2.943,8.491,0.13,6.768,0.047,0.098,1.553,4.8,18.735
IRQ,Iraq,2019,,,3.718,3.931,3.175,83.825,9.827,54.573,0,0,,,,,,,0,,0,0,0,0,0,,,107.532,0,0,80.333,50.483,2.453,0,29.85,0,0,2.51,0.057,0,82.843,,15514.844,9.631,98.841,52.958,602.818,15335.055,2043.588,96.97,,60.938,33.505,31.961,48.919,194.923,1284.232,4958.653,109.669,2789.853,2.961,35.812,1.006,1.618,6.136,62.402,156.082,3.03,2.51,63.852,29.603,1.159,1.614,7.068,179.801,22.96,24.689,0,,0,0,0,0,0,36.032,1,66.88,4.039,407.894,759.356,10376.402,2723.98,69295.205,0,0,,0,0,0,0,0,0,2107.44,39309788,609.885,63.852,3.03,29.603,1.159,1.614,7.068,179.801,0.069,-0.369,0.153,-0.003,0.932,1.45,23.719,0,,0,0,0,0,0
IRL,Ireland,2019,,,,,,,-0.209,-0.386,2.769,174.091,,,,,,316,1.661,-28.432,6.373,-4.664,11.741,104.455,2404.67,,,31.34,0.85,0.51,18.92,15.91,0.89,0,2.5,0,0.85,11.78,0.02,10.02,30.7,,37730.27,-2.919,82.984,-4.597,152.871,31310.07,3875.066,61.629,,51.824,2.022,28.856,1.053,53.159,3258.578,10887.642,,,2.899,27.262,1.192,0.47,2.195,182.284,449.641,38.371,11.78,2412.699,15.072,15.834,3.821,29.169,5974.121,2.042,0.64,0,,0,0,0,0,0,8.143,-1.108,47.754,-0.986,87.972,512.033,18017.757,,,0,174.091,0.071,1.145,0.002,2.11,0,2.769,432.147,6287.765,4882498,184.218,2412.699,38.371,15.072,15.834,3.821,29.169,5974.121,0.065,27.71,0.029,0.011,0.053,4.096,10.828,32.638,15.542,13.468,3.337,24.81,2052.228,5081.504
ISR,Israel,2019,,,,,,,3.68,11.127,0.253,20.035,,,,,,,32.993,5.691,18.469,3.117,57.899,2609.348,6796.144,,,61.066,0.171,22.23,64.545,42.315,0,0,0,0,0.171,2.832,2.597,0.064,67.377,,36796.629,2.68,97.374,7.969,305.252,35830.371,7576.274,95.797,,62.803,2.366,34.362,2.49,107.719,4966.926,12643.986,,,0,,0,0,0,0.023,0,4.203,2.832,332.405,62.999,2.606,3.157,8.168,958.791,-10.335,-6.311,0,,0,0,0,0,0,0,1.72,44.543,2.362,139.634,0,16390.241,,,0,20.035,-2.618,0.14,-0.012,0.44,0,0.253,51.592,7908.678,8519373,313.484,332.405,4.203,62.999,2.606,3.157,8.168,958.791,3.854,69.749,2.46,3.169,7.712,304.835,905.252,0.095,-0.334,0.005,0,0.017,7.512,1.947
ITA,Italy,2019,,,-10.945,-5.679,-8.66,-4.717,-1.899,-34.666,6.71,322.873,-41.426,0.523,-6.619,9.359,154.573,234,6.466,-24.406,4.33,-25.033,77.534,311.147,1280.501,,,329.49,19.55,18.84,175.52,141.7,46.32,0,14.98,6.07,25.62,115.83,23.69,20.2,291.35,,29575.646,-2.003,83.454,-30.544,1494.494,24681.941,2898.757,60.244,,48.636,2.278,39.53,15.765,707.906,2340.211,11691.257,46.212,763.211,15.898,-5.405,6.41,-6.559,114.789,764.986,1895.766,39.756,115.83,1912.962,-1.372,16.546,-4.123,296.316,4893.729,11.575,38.14,0,,0,0,0,0,0,5.142,-2.913,39.594,-21.276,709.052,247.398,11710.182,49.76,821.795,100.248,423.121,1.128,3.545,0.708,63.484,2.083,8.794,1048.455,4811.719,60550092,1790.808,1912.962,39.756,-1.372,16.546,-4.123,296.316,4893.729,8.131,4.184,3.276,2.356,58.659,391.246,968.766,6.933,13.61,2.793,5.993,50.025,333.608,826.168
JAM,Jamaica,2019,,,,,,,23.809,8.257,0.366,5.201,,,,,,,0,,,,,0,,,,4.191,0.015,0,3.63,0.606,0.193,0,3.024,0,0.015,0.561,0.05,0.302,4.191,,14562.764,,,,,,1231.323,86.622,,14.457,,,,,205.506,,,,4.613,,,,,65.575,,13.378,0.561,190.168,,,,,,0,0,0,,,,,0,,72.165,,,,,1025.817,,,,0,5.201,,,,,0,0.366,,1421.49,2948277,42.935,190.168,13.378,,,,,,1.193,,,,,16.959,,7.206,,,,,102.433,
JPN,Japan,2019,-27.131,-1.822,0,,0,,-2.313,-120.828,4.335,325.476,,,,,,,29.194,-1.731,26.704,-24.004,1362.594,2191.67,10740.909,4.893,38.571,952.384,41.29,278.036,661.164,308.903,79.82,65.682,74.225,21.372,62.662,225.538,74.522,8.534,952.384,,40222.238,-3.699,87.751,-171.972,4477.606,35295.567,5211.749,69.422,,32.435,-6.557,21.189,-75.87,1081.212,2434.987,8522.86,,,8.381,-9.54,3.574,-19.231,182.35,629.194,1437.408,30.578,291.22,2295.593,9.004,12.153,51.226,620.141,4888.374,0,0,6.897,33.169,3.185,40.482,162.529,517.751,1281.169,7.794,-3.424,39.858,-72.099,2033.797,585.092,16031.798,,,168.469,493.945,6.325,1.56,4.736,79.626,2.244,6.579,627.665,7507.343,126860296,5102.605,1777.843,23.681,2.404,8.968,10.745,457.611,3607.206,7.825,15.9,3.507,24.546,178.924,587.434,1410.403,0.896,4.327,0.328,0.693,16.711,67.27,131.729
JOR,Jordan,2019,,,,,,,-1.625,-1.916,0.02,0.396,,,,,,,0,,,,,0,,,,19.686,0.004,0,17.029,15.456,0.013,0,1.573,0,0.004,2.717,1.5,1.2,19.746,,11483.718,,,,,,1685.729,86.24,,78.275,,,,,1530.036,,,,0.066,,,,,1.29,,13.76,2.717,268.967,,,,,,-0.301,-0.059,0,,,,,0,,7.965,,,,,155.694,,,,0,0.396,,,,,0,0.02,,1954.697,10101697,116.005,268.967,13.76,,,,,,7.597,,,,,148.49,,6.077,,,,,118.792,
KAZ,Kazakhstan,2019,-2.807,-16.625,-0.254,-0.867,0.622,6.548,-2.776,-24.983,0.001,0.054,,,,,,,70.119,-2.521,52.762,-11.939,461.612,3838.352,24882.859,575.554,31024.787,96.909,0.001,71.207,90.923,18.961,9.843,0,0.756,0,0.001,10.629,0.236,0.549,101.552,,47160.73,-2.905,96.859,-25.357,847.421,45679.538,4901.153,89.534,,18.671,0.207,19.896,0.36,174.071,1022.068,9383.143,340.42,18350.068,9.692,-4.043,2.828,-1.043,24.746,530.556,1333.939,10.466,10.629,572.925,1.383,3.141,0.375,27.479,1481.229,-4.791,-4.643,0,,0,0,0,0,0,0.744,-6.11,24.201,-13.778,211.737,40.733,11413.536,1058.84,57075.951,0,0.054,110.138,0.001,0.007,0.013,0,0.001,0.683,5474.078,18551428,874.899,572.925,10.466,1.383,3.141,0.375,27.479,1481.229,0.232,175.923,0.111,0.618,0.969,12.721,52.22,0.541,82.844,0.2,0.793,1.751,29.593,94.387
KEN,Kenya,2019,,,,,,,-5.811,-5.997,1.126,2.447,,,,,,,0,,,,,0,,,,11.622,0.129,0,1.234,0,3.173,0,1.234,5.235,5.364,10.192,0.092,1.563,11.426,,1849.17,,,,,,23.472,10.8,,0,,,,,0,,,,27.771,,,,,60.353,,89.2,10.192,193.854,,,,,,1.687,0.196,0,,,,,0,,10.8,,,,,23.472,,,,99.574,102.021,,,,,45.818,46.944,,217.326,52573968,97.218,193.854,89.2,,,,,,0.805,,,,,1.75,,13.68,,,,,29.73,
KIR,Kiribati,2019,,,,,,,0.551,0.002,0,0,,,,,,,0,,,,,0,,,,0.03,0,0,0.025,0,0,0,0.025,0,0,0.005,0.005,0,0.03,,2738.874,,,,,,215.405,83.968,,0,,,,,0,,,,0,,,,,0,,16.032,0.005,41.128,,,,,,0,0,0,,,,,0,,83.968,,,,,215.405,,,,0,0,,,,,0,0,,256.533,117608,0.322,41.128,16.032,,,,,,16.032,,,,,41.128,,0,,,,,0,
,Kosovo,2019,,,,,,,2.731,0.717,0,,,,,,,,94.847,,,,,,,,,6.135,0,5.685,5.685,0,0.208,0,0,0,0,0.309,0.01,0.091,5.994,,,,,,,,,94.847,,0,,,,,,,,,3.468,,,,,,,5.153,0.309,,,,,,,2.298,0.141,0,,,,,,,0,,,,,,,,,,,,,,,0,0,,,,26.98,,5.153,,,,,,0.167,,,,,,,1.518,,,,,,
KWT,Kuwait,2019,,,6.372,10.737,-2.362,-40.346,1.226,5.613,0,0,,,,,,,0,-8.206,0.436,-0.181,2.019,0,479.999,,,71.536,0,0,71.378,71.378,0,0,0,0,0,0.158,0.14,0.018,71.536,,110152.827,1.182,99.909,5.41,462.999,110052.423,16966.09,99.779,,99.779,8.941,49.725,18.912,230.434,16966.09,54773.039,179.246,42605.766,0,,0,0,0,0,0,0.221,0.158,37.556,92.834,0.091,0.204,0.423,100.493,0,0,0,,0,0,0,0,0,0,-5.463,49.748,-13.322,230.545,0,54799.385,1667.508,396357.897,0,0,,0,0,0,0,0,0,17003.646,4207077,463.421,37.556,0.221,92.834,0.091,0.204,0.423,100.493,0.196,115.932,0.082,0.204,0.379,33.277,90.181,0.025,-0.369,0.009,0,0.043,4.279,10.312
KGZ,Kyrgyzstan,2019,,,,,,,-9.48,-6.904,0,0,,,,,,,7.117,,,,,164.627,,,,13.652,0,1.056,1.135,0,13.706,0,0.078,0,0,13.706,0,0,14.84,,10274.888,,,,,,176.84,7.645,,0,,,,,0,,,,92.355,,,,,2136.203,,92.355,13.706,2136.203,,,,,,-8.705,-1.188,0,,,,,0,,0.528,,,,,12.213,,,,0,0,,,,,0,0,,2313.043,6415851,65.922,2136.203,92.355,,,,,,0,,,,,0,,0,,,,,0,
LAO,Laos,2019,,,,,,,21.773,27.495,0.174,8.183,,,,,,,42.518,,,,,2002.383,,,,1.046,0.059,14.356,14.356,0,19.33,0,0,0,0.059,19.409,0.02,0,33.765,,21448.955,,,,,,2002.383,42.518,,0,,,,,0,,,,57.249,,,,,2696.16,,57.482,19.409,2707.132,,,,,,-3128,-32.719,0,,,,,0,,0,,,,,0,,,,0,8.183,,,,,0,0.174,,4709.515,7169456,153.777,2707.132,57.482,,,,,,0.059,,,,,2.79,,0,,,,,0,
LVA,Latvia,2019,,,,,,,1.499,0.649,14.441,487.743,,,,,,160,0,-16.667,1.058,-0.093,0.465,0,243.977,,,7.56,0.93,0,3.25,3.25,2.11,0,0,0,0.93,3.19,0,0.15,6.44,,23051.381,4.201,81.003,1.435,35.603,18672.23,1704.48,50.466,,50.466,-4.351,29.848,-0.597,13.119,1704.48,6880.27,,,32.764,-13.645,11.874,-0.825,5.219,1106.601,2737.009,49.534,3.19,1673.013,-9.097,17.984,-0.791,7.904,4145.49,14.815,1.12,0,,0,0,0,0,0,0,10.682,50.097,2.125,22.019,0,11547.984,,,0,487.743,-2.089,5.225,-0.049,2.296,0,14.441,1204.409,3377.492,1906740,43.953,1673.013,49.534,-9.097,17.984,-0.791,7.904,4145.49,0,145.83,0.018,0.005,0.008,0,4.079,2.329,25.724,0.868,0.078,0.381,78.668,199.993
LBN,Lebanon,2019,,,,,,,1.812,1.905,0,0,,,,,,,0,,,,,0,,,,20.715,0,0,20.402,9.263,0.301,0,11.139,0,0,0.387,0.08,0.006,20.789,,15613.75,,,,,,2975.925,98.137,,44.558,,,,,1351.19,,,,1.45,,,,,43.958,,1.863,0.387,56.502,,,,,,-0.36,-0.075,0,,,,,0,,53.579,,,,,1624.734,,,,0,0,,,,,0,0,,3032.426,6855709,107.043,56.502,1.863,,,,,,0.385,,,,,11.669,,0.029,,,,,0.875,
LSO,Lesotho,2019,,,,,,,1.532,0.074,0,0,,,,,,,0,,,,,0,,,,0.988,0,0,0,0,0.541,0,0,0,0,0.542,0.001,0,0.542,,2292.676,,,,,,0,0,,0,,,,,0,,,,99.815,,,,,254.479,,100,0.542,254.949,,,,,,45.168,0.446,0,,,,,0,,0,,,,,0,,,,0,0,,,,,0,0,,254.949,2125267,4.873,254.949,100,,,,,,0.185,,,,,0.471,,0,,,,,0,
LBR,Liberia,2019,,,,,,,-0.004,0,0,0,,,,,,,0,,,,,0,,,,0.4,0,0,0.396,0,0,0,0.396,0,0,0.004,0.004,0,0.4,,1111.514,,,,,,80.272,99.001,,0,,,,,0,,,,0,,,,,0,,0.999,0.004,0.81,,,,,,0,0,0,,,,,0,,99.001,,,,,80.272,,,,0,0,,,,,0,0,,81.082,4937374,5.488,0.81,0.999,,,,,,0.999,,,,,0.81,,0,,,,,0,
LBY,Libya,2019,,,9.998,13.184,12.014,76.768,-4.488,-8.237,0,0,,,,,,,0,,,,,0,,,,31.695,0,0,31.067,29.532,0,0,1.535,0,0,0.008,0.008,0,31.075,,25863.947,,,,,,4583.829,99.974,,95.034,,,,,4357.316,,145.043,21400.871,0,,,,,0,,0.026,0.008,1.18,,,,,,1.956,0.62,0,,,,,0,,4.94,,,,,226.513,,715.758,105608.628,0,0,,,,,0,0,,4585.01,6777453,175.292,1.18,0.026,,,,,,0.026,,,,,1.18,,0,,,,,0,
