iso_code,country,year,coal_prod_change_pct,coal_prod_change_twh,gas_prod_change_pct,gas_prod_change_twh,oil_prod_change_pct,oil_prod_change_twh,energy_cons_change_pct,energy_cons_change_twh,biofuel_share_elec,biofuel_elec_per_capita,biofuel_cons_change_pct,biofuel_share_energy,biofuel_cons_change_twh,biofuel_consumption,biofuel_cons_per_capita,carbon_intensity_elec,coal_share_elec,coal_cons_change_pct,coal_share_energy,coal_cons_change_twh,coal_consumption,coal_elec_per_capita,coal_cons_per_capita,coal_production,coal_prod_per_capita,electricity_demand,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,other_renewable_exc_biofuel_electricity,other_renewable_electricity,renewables_electricity,solar_electricity,wind_electricity,electricity_generation,energy_per_gdp,energy_per_capita,fossil_cons_change_pct,fossil_share_energy,fossil_cons_change_twh,fossil_fuel_consumption,fossil_energy_per_capita,fossil_cons_per_capita,fossil_share_elec,gdp,gas_share_elec,gas_cons_change_pct,gas_share_energy,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_energy_per_capita,gas_production,gas_prod_per_capita,hydro_share_elec,hydro_cons_change_pct,hydro_share_energy,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_energy_per_capita,low_carbon_share_elec,low_carbon_electricity,low_carbon_elec_per_capita,low_carbon_cons_change_pct,low_carbon_share_energy,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_energy_per_capita,net_elec_imports_share_demand,net_elec_imports,nuclear_share_elec,nuclear_cons_change_pct,nuclear_share_energy,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_energy_per_capita,oil_share_elec,oil_cons_change_pct,oil_share_energy,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_energy_per_capita,oil_production,oil_prod_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_elec_per_capita,other_renewables_cons_change_pct,other_renewables_share_energy,other_renewables_cons_change_twh,other_renewable_consumption,other_renewables_share_elec_exc_biofuel,other_renewables_share_elec,other_renewables_energy_per_capita,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_share_elec,renewables_cons_change_pct,renewables_share_energy,renewables_cons_change_twh,renewables_consumption,renewables_energy_per_capita,solar_share_elec,solar_cons_change_pct,solar_share_energy,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_energy_per_capita,wind_share_elec,wind_cons_change_pct,wind_share_energy,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_energy_per_capita
BGR,Bulgaria,2019,-7.437,-4.557,0,,0,,-3.448,-7.395,4.153,259.996,,,,,,427,39.251,-6.893,28.531,-4.374,59.074,2457.102,8438.948,56.722,8103.072,38.01,1.82,17.2,19.75,2.15,2.93,16.56,0.4,0,1.82,7.51,1.44,1.32,43.82,,29578.285,-2.577,70.174,-3.843,145.296,20756.213,2821.381,45.071,,4.906,-6.353,13.672,-1.921,28.309,307.138,4044.043,,,6.686,-42.586,3.547,-5.447,7.344,418.564,1049.121,54.929,24.07,3438.514,-5.885,28.836,-3.733,59.706,8529.263,-15.285,-5.81,37.791,2.288,19.799,0.917,40.995,2365.675,5856.265,0.913,4.42,27.971,2.451,57.913,57.142,8273.223,,,0,259.996,14.588,2.19,0.577,4.534,0,4.153,647.733,6259.895,7000117,207.051,1072.839,17.138,-19.906,9.037,-4.65,18.711,2672.998,3.286,7.031,1.725,0.235,3.572,205.711,510.269,3.012,-0.454,1.575,-0.015,3.261,188.568,465.875
BFA,Burkina Faso,2019,,,,,,,0.708,0.136,0.131,0.08,,,,,,,0,,,,,0,,,,1.976,0.002,0,1.05,0,0.14,0,1.05,0,0.002,0.194,0.053,0,1.244,,952.475,,,,,,51.653,84.381,,0,,,,,0,,,,11.228,,,,,6.873,,15.619,0.194,9.561,,,,,,37.056,0.732,0,,,,,0,,84.381,,,,,51.653,,,,0,0.08,,,,,0,0.131,,61.215,20321382,19.356,9.561,15.619,,,,,,4.261,,,,,2.608,,0,,,,,0,
BDI,Burundi,2019,,,,,,,9.977,0.333,1.649,0.496,,,,,,,0,,,,,0,,,,0.448,0.006,0,0.113,0,0.22,0,0.113,0,0.006,0.234,0.008,0,0.347,,318.749,,,,,,9.8,32.591,,0,,,,,0,,,,63.452,,,,,19.08,,67.409,0.234,20.269,,,,,,22.616,0.101,0,,,,,0,,32.591,,,,,9.8,,,,0,0.496,,,,,0,1.649,,30.069,11530577,3.675,20.269,67.409,,,,,,2.307,,,,,0.694,,0,,,,,0,
,CIS,2019,-0.457,-14.627,2.009,169.029,0.626,52.088,-0.469,-50.891,,,25.149,0.016,0.345,1.715,,,17.839,-2.123,13.999,-32.815,1512.566,,,3186.14,,,,254.889,960.037,692.318,248.467,211.183,12.831,,0.765,252.265,1.693,1.34,1428.819,,,-0.738,89.363,-71.767,9655.691,,,67.191,,48.454,-1.111,53.141,-64.524,5741.92,,,8581.782,,17.39,1.325,5.694,8.046,615.258,,,32.436,463.448,,1.85,10.637,20.876,1149.314,,,,14.78,1.813,4.84,9.314,522.936,,,0.898,1.076,22.223,25.572,2401.198,,,8366.387,,,,4.892,0.018,0.088,1.895,,0.054,,,,10804.997,,17.655,1.88,5.797,11.561,626.378,,0.119,77.105,0.039,1.826,4.193,,,0.094,60.987,0.031,1.257,3.317,,
KHM,Cambodia,2019,,,,,,,12.01,7.061,0.958,4.408,,,,,,,43.785,,,,,201.496,,,,9.168,0.073,3.322,3.468,0,4.03,0,0.146,0,0.073,4.119,0.016,0,7.587,,3994.237,,,,,,210.352,45.71,,0,,,,,0,,,,53.118,,,,,244.442,,54.29,4.119,249.838,,,,,,17.242,1.581,0,,,,,0,,1.924,,,,,8.855,,,,0,4.408,,,,,0,0.958,,460.19,16486543,65.851,249.838,54.29,,,,,,0.211,,,,,0.97,,0.004,,,,,0.018,
CMR,Cameroon,2019,,,,,,,-0.39,-0.184,0.478,1.61,,,,,,,0,,,,,0,,,,8.74,0.042,0,3.32,2.641,5.34,0,0.679,0,0.042,5.401,0.019,0,8.72,,1818.164,,,,,,128.293,38.069,,30.288,,,,,102.071,,,,61.235,,,,,206.366,,61.931,5.401,208.71,,,,,,0.221,0.019,0,,,,,0,,7.781,,,,,26.222,,,,0,1.61,,,,,0,0.478,,337.004,25876386,47.048,208.71,61.931,,,,,,0.218,,,,,0.734,,0,,,,,0,
CAN,Canada,2019,-6.803,-23.09,-4.407,-77.904,2.218,66.49,0.087,3.504,1.718,290.422,5.626,0.643,1.375,25.807,689.832,,7.632,-2.772,4.392,-5.027,176.303,1290.163,4712.607,316.326,8455.414,593.624,10.865,48.266,113.727,61.212,377.979,94.854,4.249,0.172,11.037,423.82,4.272,30.532,632.401,,107301.097,0.832,66.83,22.139,2682.728,71709.519,3039.927,17.983,,9.679,1.222,29.357,14.23,1178.442,1636.198,31499.878,1689.858,45170.049,59.769,-1.976,23.42,-18.951,940.143,10103.409,25130.101,82.017,518.674,13864.201,-1.38,33.17,-18.635,1331.521,35591.663,-6.532,-38.777,14.999,0.092,6.199,0.229,248.845,2535.455,6651.646,0.672,0.984,33.082,12.936,1327.98,113.567,35497.035,3064.065,81902.694,4.598,295.02,-3.011,0.633,-0.789,25.411,0.027,1.745,679.238,16904.128,37411040,4014.246,11328.746,67.018,-1.713,26.971,-18.864,1082.676,28940.018,0.676,10.652,0.26,1.005,10.442,114.191,279.119,4.828,-1.826,2.015,-1.504,80.872,816.126,2161.728
CPV,Cape Verde,2019,,,,,,,-0.122,-0.005,0,0,,,,,,,0,,,,,0,,,,0.517,0,0,0.428,0,0,0,0.428,0,0,0.089,0.009,0.08,0.517,,7776.237,,,,,,778.272,82.785,,0,,,,,0,,,,0,,,,,0,,17.215,0.089,161.837,,,,,,0,0,0,,,,,0,,82.785,,,,,778.272,,,,0,0,,,,,0,0,,940.109,549936,4.276,161.837,17.215,,,,,,1.741,,,,,16.366,,15.474,,,,,145.471,
CYM,Cayman Islands,2019,,,,,,,20.949,0.579,0,0,,,,,,,0,,,,,0,,,,0.695,0,0,0.679,0,0,0,0.679,0,0,0.016,0.016,0,0.695,,51434.837,,,,,,10454.517,97.675,,0,,,,,0,,,,0,,,,,0,,2.325,0.016,248.891,,,,,,0,0,0,,,,,0,,97.675,,,,,10454.517,,,,0,0,,,,,0,0,,10703.409,64948,3.341,248.891,2.325,,,,,,2.325,,,,,248.891,,0,,,,,0,
CAF,Central African Republic,2019,,,,,,,1.137,0.018,0,0,,,,,,,0,,,,,0,,,,0.151,0,0,0.001,0,0.15,0,0.001,0,0,0.15,0,0,0.151,,328.435,,,,,,0.211,0.662,,0,,,,,0,,,,99.338,,,,,31.611,,99.338,0.15,31.611,,,,,,0,0,0,,,,,0,,0.662,,,,,0.211,,,,0,0,,,,,0,0,,31.822,4745179,1.558,31.611,99.338,,,,,,0,,,,,0,,0,,,,,0,
TCD,Chad,2019,,,,,9.846,6.946,3.611,0.257,0,0,,,,,,,0,,,,,0,,,,0.231,0,0,0.222,0,0,0,0.222,0,0,0.009,0,0.009,0.231,,461.715,,,,,,13.921,96.104,,0,,,,,0,,,,0,,,,,0,,3.896,0.009,0.564,,,,,,0,0,0,,,,,0,,96.104,,,,,13.921,,77.495,4859.568,0,0,,,,,0,0,,14.486,15946882,7.363,0.564,3.896,,,,,,0,,,,,0,,3.896,,,,,0.564,
CHL,Chile,2019,,,,,,,2.476,11.304,5.55,229.632,,,,,,,24.056,0.604,18.611,0.523,87.085,995.356,4595.002,,,78.416,4.352,18.864,41.976,11.687,20.665,0,11.425,0.201,4.553,36.44,6.136,5.086,78.416,,24689.814,2.633,77.677,9.325,363.47,19178.412,2214.839,53.53,,14.904,15.548,13.919,8.764,65.131,616.661,3436.604,,,26.354,-8.583,11.346,-4.984,53.091,1090.398,2801.331,46.47,36.44,1922.741,1.931,22.323,1.979,104.453,5511.421,0,0,0,,0,0,0,0,0,14.569,0.018,45.147,0.038,211.254,602.822,11146.806,,,10.606,240.238,3.867,5.052,0.88,23.639,0.256,5.806,1247.325,4137.579,18952036,467.922,1922.741,46.47,1.931,22.323,1.979,104.453,5511.421,7.825,22.628,3.334,2.879,15.601,323.765,823.169,6.485,35.934,2.591,3.204,12.122,268.34,639.596
CHN,China,2019,3.754,801.489,9.999,161.41,1.009,22.19,3.236,1236.708,1.525,77.946,12.958,0.096,4.338,37.813,26.373,,62.153,0.837,57.586,188.679,22719.163,3176.072,15845.612,22154.439,15451.729,7314.84,111.758,4553.8,4934.742,232.5,1302.1,348.7,148.442,0.1,111.858,2043.258,224,405.3,7326.7,,27516.3,2.053,85.071,675.055,33562.691,23408.474,3441.761,67.353,,3.173,8.612,7.816,244.519,3083.768,162.158,2150.792,1775.598,1238.4,17.772,5.752,7.987,171.39,3151.082,908.156,2197.739,32.647,2391.958,1668.284,10.541,14.929,561.654,5889.765,4107.848,-0.162,-11.86,4.759,17.768,2.189,130.27,863.457,243.203,602.223,2.026,3.217,19.669,241.858,7759.733,103.531,5412.07,2221.493,1549.392,0.07,78.016,19.829,0.708,46.189,279.129,0.001,1.527,194.68,5110.045,1433783808,39452.425,1425.081,27.888,9.388,12.74,431.384,5026.308,3505.625,3.057,26.158,1.406,115.009,554.673,156.23,386.86,5.532,10.39,2.544,94.459,1003.611,282.679,699.974
COL,Colombia,2019,0.07,0.471,2.624,3.374,2.351,12.465,3.128,16.081,1.755,26.162,0.869,1.822,0.083,9.658,191.865,,8.776,24.359,10.663,11.074,56.537,130.827,1123.115,673.811,13385.344,75.32,1.317,6.586,19.544,12.07,53.987,0,0.889,0,1.317,55.496,0.132,0.06,75.04,,10532.973,6.035,71.662,21.625,379.969,7548.137,388.254,26.045,,16.085,1.789,25.36,2.363,134.464,239.771,2671.157,131.939,2620.985,71.944,-4.77,25.286,-6.716,134.074,1072.453,2663.394,73.955,55.496,1102.429,-3.558,28.338,-5.544,150.255,2984.844,0.371,0.28,0,,0,0,0,0,0,1.184,4.529,35.639,8.187,188.967,17.656,3753.866,542.612,10779.068,0,26.162,14.714,1.139,0.775,6.041,0,1.755,120.015,1490.683,50339440,530.224,1102.429,73.955,-3.558,28.338,-5.544,150.255,2984.844,0.176,989.533,0.061,0.295,0.325,2.622,6.455,0.08,13.806,0.03,0.019,0.157,1.192,3.115
COM,Comoros,2019,,,,,,,7.802,0.096,0,0,,,,,,,0,,,,,0,,,,0.117,0,0,0.117,0,0,0,0.117,0,0,0,0,0,0.117,,1567.064,,,,,,137.111,99.658,,0,,,,,0,,,,0.342,,,,,0.47,,0.342,0,0.47,,,,,,0,0,0,,,,,0,,99.658,,,,,137.111,,,,0,0,,,,,0,0,,137.581,850891,1.333,0.47,0.342,,,,,,0,,,,,0,,0,,,,,0,
COG,Congo,2019,,,0,,1.745,3.436,-0.627,-0.161,0,0,,,,,,,0,,,,,0,,,,3.592,0,0,2.32,1.916,1.273,0,0.404,0,0,1.274,0.001,0,3.594,,4734.881,,,,,,431.23,64.552,,53.304,,,,,356.09,,,,35.42,,,,,236.622,,35.448,1.274,236.808,,,,,,-0.074,-0.003,0,,,,,0,,11.248,,,,,75.139,,200.348,37235.889,0,0,,,,,0,0,,668.038,5380504,25.476,236.808,35.448,,,,,,0.028,,,,,0.186,,0,,,,,0,
COK,Cook Islands,2019,,,,,,,0.886,0.004,0,0,,,,,,,0,,,,,0,,,,0.044,0,0,0.033,0,0,0,0.033,0,0,0.011,0.011,0,0.044,,27921.376,,,,,,1880.663,75.465,,0,,,,,0,,,,0,,,,,0,,24.535,0.011,611.444,,,,,,0,0,0,,,,,0,,75.465,,,,,1880.663,,,,0,0,,,,,0,0,,2492.107,17547,0.49,611.444,24.535,,,,,,24.535,,,,,611.444,,0,,,,,0,
CRI,Costa Rica,2019,,,,,,,2.235,1.452,1.432,32.293,,,,,,,0,,,,,0,,,,11.1,0.163,0,0.09,0,7.749,0,0.09,1.512,1.675,11.296,0.076,1.796,11.386,,13158.589,,,,,,17.878,0.793,,0,,,,,0,,,,68.055,,,,,1535.143,,99.207,11.296,2237.859,,,,,,-2.574,-0.286,0,,,,,0,,0.793,,,,,17.878,,,,299.551,331.843,,,,,13.28,14.711,,2255.737,5047561,66.419,2237.859,99.207,,,,,,0.667,,,,,15.057,,15.774,,,,,355.815,
CIV,Cote d'Ivoire,2019,,,,,,,8.718,4.984,0.46,1.802,,,,,,,0,,,,,0,,,,8.94,0.046,0,6.546,6.546,3.464,0,0,0,0.046,3.517,0.007,0,10.063,,2417.203,,,,,,254.526,65.047,,65.047,,,,,254.526,,,,34.423,,,,,134.693,,34.953,3.517,136.767,,,,,,-12.554,-1.122,0,,,,,0,,0,,,,,0,,,,0,1.802,,,,,0,0.46,,391.293,25716554,62.162,136.767,34.953,,,,,,0.07,,,,,0.272,,0,,,,,0,
HRV,Croatia,2019,,,,,,,-2.313,-2.226,6.951,213.06,,,,,,163,12.954,15.341,5.213,0.652,4.9,397.066,1186.347,,,18.79,0.88,1.64,4.31,2.63,5.83,0,0.04,0.09,0.97,8.35,0.08,1.47,12.66,,22758.875,1.401,77.238,1.003,72.605,17578.625,1043.508,34.044,,20.774,4.963,29.767,1.323,27.981,636.758,6774.679,,,46.051,-24.624,15.347,-4.713,14.427,1411.52,3492.895,65.956,8.35,2021.646,-14.98,21.988,-3.642,20.669,5004.118,32.624,6.13,0,,0,0,0,0,0,0.316,-2.388,42.259,-0.972,39.724,9.685,9617.598,,,21.79,234.85,44.265,2.556,0.737,2.403,0.711,7.662,581.719,3065.154,4130298,94.001,2021.646,65.956,-14.98,21.988,-3.642,20.669,5004.118,0.632,10.539,0.219,0.02,0.206,19.369,49.821,11.611,9.472,3.865,0.314,3.633,355.907,879.684
CUB,Cuba,2019,,,,,,,-2.074,-2.306,1.81,31.558,,,,,,,0,,,,,0,,,,19.766,0.358,0,19.06,2.074,0.177,0,16.986,0,0.358,0.706,0.15,0.021,19.766,,9608.342,,,,,,1681.721,96.428,,10.491,,,,,182.97,,,,0.897,,,,,15.647,,3.572,0.706,62.293,,,,,,0,0,0,,,,,0,,85.937,,,,,1498.751,,,,0,31.558,,,,,0,1.81,,1744.014,11333484,108.896,62.293,3.572,,,,,,0.759,,,,,13.235,,0.106,,,,,1.853,
CYP,Cyprus,2019,,,,,,,0.06,0.019,1.165,50.059,,,,,,642,0,22.771,0.6,0.036,0.194,0,162.15,,,5.15,0.06,0,4.63,0,0,0,4.63,0,0.06,0.52,0.22,0.24,5.15,,27014.644,-0.397,95.678,-0.123,30.98,25846.999,3862.924,89.903,,0,,0,0,0,0,0,,,0,,0,0,0,0,0,10.097,0.52,433.849,10.577,3.937,0.122,1.275,1063.463,0,0,0,,0,0,0,0,0,89.903,-0.515,95.077,-0.16,30.785,3862.924,25684.849,,,0,50.059,12.357,0.443,0.016,0.143,0,1.165,119.661,4296.773,1198574,32.379,433.849,10.097,10.577,3.937,0.122,1.275,1063.463,4.272,13.362,1.669,0.064,0.54,183.551,450.933,4.66,7.74,1.824,0.042,0.591,200.238,492.868
CZE,Czechia,2019,-8.634,-14.765,,,,,-1.194,-5.7,5.867,470.568,,,,,,433,43.539,-7.194,35.449,-12.963,167.236,3492.306,15645.313,156.245,14617.03,72.64,5.03,37.33,45.44,5.81,2.01,30.25,2.3,0,5.03,10.05,2.31,0.7,85.74,,44134.259,-2.141,78.025,-8.052,368.089,34435.582,4251.015,52.997,,6.776,4.286,17.647,3.421,83.25,543.539,7788.185,,,2.344,22.932,1.054,0.928,4.972,188.04,465.165,47.003,40.3,3770.156,2.03,21.138,1.984,99.719,9328.942,-18.034,-13.1,35.281,0.713,15.876,0.53,74.896,2829.956,7006.708,2.683,1.283,24.929,1.49,117.604,215.17,11002.084,,,0,470.568,3.851,2.641,0.462,12.457,0,5.867,1165.368,8021.171,10689213,471.76,940.2,11.721,6.221,5.262,1.454,24.823,2322.234,2.694,-2.659,1.2,-0.155,5.66,216.106,529.542,0.816,14.457,0.367,0.219,1.733,65.487,162.159
COD,Democratic Republic of Congo,2019,,,,,,,-9.832,-3.812,0.263,0.334,,,,,,,0,,,,,0,,,,11.261,0.029,0,0.004,0.002,10.968,0,0.001,0,0.029,11.007,0.01,0,11.011,,402.784,,,,,,0.043,0.034,,0.022,,,,,0.028,,,,99.612,,,,,126.371,,99.966,11.007,126.821,,,,,,2.22,0.25,0,,,,,0,,0.012,,,,,0.015,,,,0,0.334,,,,,0,0.263,,126.864,86790568,34.958,126.821,99.966,,,,,,0.091,,,,,0.115,,0,,,,,0,
DNK,Denmark,2019,,,-25.396,-10.902,-11.15,-7.323,-2.933,-5.682,20.156,1030.86,,,,,,123,11.213,-43.001,5.626,-7.979,10.577,573.47,1832.468,,,35.33,5.95,3.31,6.44,2.1,0.02,0,1.03,0,5.95,23.08,0.96,16.15,29.52,,32572.68,-8.298,67.861,-11.544,127.582,22104.053,1115.755,21.816,,7.114,-7.152,15.413,-2.232,28.978,363.833,5020.516,32.026,5548.553,0.068,15.423,0.023,0.006,0.043,3.465,7.386,78.184,23.08,3998.699,10.988,30.68,5.711,57.681,9993.44,16.445,5.81,0,,0,0,0,0,0,3.489,-1.492,46.822,-1.333,88.027,178.451,15251.07,58.35,10109.438,0,1030.86,1.661,8.118,0.249,15.262,0,20.156,2644.286,5114.454,5771877,188.006,3998.699,78.184,10.988,30.68,5.711,57.681,9993.44,3.252,0.708,1.269,0.017,2.385,166.324,413.256,54.709,15.741,21.271,5.439,39.991,2798.05,6928.511
DJI,Djibouti,2019,,,,,,,-9.227,-0.257,0,0,,,,,,,0,,,,,0,,,,0.041,0,0,0.04,0,0,0,0.04,0,0,0.001,0.001,0,0.041,,2598.323,,,,,,41.086,97.561,,0,,,,,0,,,,0,,,,,0,,2.439,0.001,1.027,,,,,,0,0,0,,,,,0,,97.561,,,,,41.086,,,,0,0,,,,,0,0,,42.114,973557,2.53,1.027,2.439,,,,,,2.439,,,,,1.027,,0,,,,,0,
DMA,Dominica,2019,,,,,,,-3.578,-0.029,0,0,,,,,,,0,,,,,0,,,,0.09,0,0,0.069,0,0.02,0,0.069,0,0,0.021,0,0.001,0.09,,10994.079,,,,,,960.896,76.515,,0,,,,,0,,,,22.178,,,,,278.52,,23.485,0.021,294.925,,,,,,0,0,0,,,,,0,,76.515,,,,,960.896,,,,0,0,,,,,0,0,,1255.821,71808,0.789,294.925,23.485,,,,,,0.197,,,,,2.479,,1.109,,,,,13.926,
DOM,Dominican Republic,2019,,,,,,,8.76,9.89,1.372,23.652,,,,,,,18.01,,,,,310.52,,,,18.515,0.254,3.335,16.028,3.488,1.053,0,9.206,0,0.254,2.487,0.4,0.78,18.515,,11434.634,,,,,,1492.534,86.568,,18.837,,,,,324.774,,,,5.687,,,,,98.054,,13.432,2.487,231.587,,,,,,0,0,0,,,,,0,,49.72,,,,,857.24,,,,0,23.652,,,,,0,1.372,,1724.12,10738957,122.796,231.587,13.432,,,,,,2.16,,,,,37.248,,4.213,,,,,72.633,
,Eastern Africa,2019,,,,,,,1.724,10.903,,,,,,,,,,-15.227,8.452,-9.765,54.362,,,,,,,,,,68.68,0,,,7.276,78.953,0.772,2.225,109.482,,,1.944,69.596,8.536,447.632,,,,,,14.1,3.692,2.934,23.745,,,,,62.732,-0.859,26.442,-1.473,170.067,,,72.115,78.953,,1.224,30.396,2.365,195.505,,,,0,,0,0,0,,,,4.339,57.453,15.367,369.524,,,,,,,1.447,2.801,0.257,18.017,,6.646,,,,643.182,,72.115,1.224,30.396,2.365,195.505,,0.705,12.948,0.297,0.219,1.911,,,2.032,156.52,0.857,3.362,5.509,,
ECU,Ecuador,2019,,,0,,2.661,8.579,2.484,5.011,1.436,26.189,,,,,,,0,,0,0,0,0,0,,,31.324,0.455,0,6.682,3.36,24.418,0,3.321,0,0.455,24.997,0.038,0.086,31.679,,11899.61,-3.429,69.494,-5.102,143.671,8269.471,384.578,21.091,,10.607,-10.631,3.057,-0.752,6.321,193.4,363.799,,,77.081,18.838,29.542,9.681,61.074,1405.481,3515.328,78.909,24.997,1438.808,19.097,30.388,10.074,62.824,3616.053,-1.134,-0.355,0,,0,0,0,0,0,10.485,-3.07,66.436,-4.35,137.35,191.177,7905.673,330.996,19051.589,0,26.189,5.86,0.545,0.062,1.126,0,1.436,64.81,1823.385,17373656,206.74,1438.808,78.909,19.097,30.388,10.074,62.824,3616.053,0.12,335.508,0.199,0.318,0.412,2.187,23.724,0.271,6.172,0.102,0.012,0.212,4.95,12.19
EGY,Egypt,2019,,,10.896,63.804,-3.142,-12.002,0.22,2.355,0.155,2.993,,,,,,,0,-8.118,2.138,-2.027,22.941,0,228.521,,,193.294,0.3,0,174.217,149.749,12.557,0,24.468,0,0.3,19.329,3.68,2.792,193.546,,10686.491,-0.557,95.457,-5.739,1024.059,10201.005,1735.436,90.013,,77.371,-1.089,54.946,-6.492,589.454,1491.703,5871.756,649.387,6468.766,6.488,2.751,3.05,0.876,32.72,125.081,325.935,9.987,19.329,192.544,19.916,4.543,8.095,48.738,485.495,-0.131,-0.253,0,,0,0,0,0,0,12.642,0.68,38.373,2.78,411.664,243.733,4100.728,369.974,3685.433,0,2.993,,0,0,0,0,0.155,0,1927.98,100388080,1072.796,192.544,9.987,19.916,4.543,8.095,48.738,485.495,1.901,245.336,0.442,3.372,4.746,36.658,47.281,1.443,51.807,1.051,3.847,11.271,27.812,112.278
SLV,El Salvador,2019,,,,,,,9.535,3.972,10.359,84.915,,,,,,,0,,,,,0,,,,6.582,0.548,0,1.712,0,1.442,0,1.712,1.373,1.921,3.578,0.215,0,5.29,,7069.965,,,,,,265.28,32.361,,0,,,,,0,,,,27.257,,,,,223.443,,67.639,3.578,554.473,,,,,,19.628,1.292,0,,,,,0,,32.361,,,,,265.28,,,,212.751,297.666,,,,,25.953,36.312,,819.753,6453550,45.626,554.473,67.639,,,,,,4.07,,,,,33.364,,0,,,,,0,
GNQ,Equatorial Guinea,2019,,,,,-8.959,-8.464,-7.821,-1.942,0,0,,,,,,,0,,,,,0,,,,1.353,0,0,0.767,0.767,0.586,0,0,0,0,0.586,0,0,1.353,,16879.897,,,,,,565.44,56.663,,56.663,,,,,565.44,,,,43.337,,,,,432.461,,43.337,0.586,432.461,,,,,,0,0,0,,,,,0,,0,,,,,0,,86.006,63427.223,0,0,,,,,0,0,,997.902,1355982,22.889,432.461,43.337,,,,,,0,,,,,0,,0,,,,,0,
ERI,Eritrea,2019,,,,,,,8.535,0.26,0,0,,,,,,,0,,,,,0,,,,0.517,0,0,0.455,0,0,0,0.455,0,0,0.062,0.06,0.002,0.517,,945.141,,,,,,130.096,88.007,,0,,,,,0,,,,0,,,,,0,,11.993,0.062,17.729,,,,,,0,0,0,,,,,0,,88.007,,,,,130.096,,,,0,0,,,,,0,0,,147.825,3497117,3.305,17.729,11.993,,,,,,11.606,,,,,17.157,,0.387,,,,,0.572,
EST,Estonia,2019,,,,,,,-25.544,-20.657,17.871,1025.913,,,,,,733,0,-35.565,57.156,-18.995,34.415,0,25960.659,,,9.77,1.36,0,5.47,0.04,0.02,0,5.43,0,1.36,2.14,0.07,0.69,7.61,,45421.007,-27.968,90.785,-21.225,54.664,41235.674,4126.281,71.879,,0.526,-6.855,7.74,-0.343,4.661,30.174,3515.68,,,0.263,26.199,0.078,0.01,0.047,15.087,35.491,28.121,2.14,1614.304,9.712,8.712,0.464,5.246,3957.113,22.108,2.16,0,,0,0,0,0,0,71.353,-10.793,25.89,-1.886,15.589,4096.107,11759.335,,,0,1025.913,3.963,5.33,0.122,3.209,0,17.871,2420.836,5740.584,1325649,60.212,1614.304,28.121,9.712,8.712,0.464,5.246,3957.113,0.92,276.662,0.479,0.212,0.288,52.804,217.518,9.067,7.621,2.825,0.12,1.701,520.5,1283.267
SWZ,Eswatini,2019,,,,,,,-3.074,-0.207,28.095,177.846,,,,,,,0,,,,,0,,,,1.669,0.204,0,0.317,0,0.205,0,0.317,0,0.204,0.41,0.001,0,0.727,,5678.396,,,,,,275.81,43.571,,0,,,,,0,,,,28.197,,,,,178.493,,56.429,0.41,357.21,,,,,,56.448,0.942,0,,,,,0,,43.571,,,,,275.81,,,,0,177.846,,,,,0,28.095,,633.02,1148133,6.52,357.21,56.429,,,,,,0.138,,,,,0.871,,0,,,,,0,
ETH,Ethiopia,2019,,,,,,,17.202,15.523,0.201,0.262,,,,,,,0,,,,,0,,,,12.853,0.029,0,0.005,0,13.991,0,0.005,0,0.029,14.574,0.02,0.533,14.579,,943.629,,,,,,0.048,0.037,,0,,,,,0,,,,95.968,,,,,124.836,,99.963,14.574,130.032,,,,,,-13.434,-1.727,0,,,,,0,,0.037,,,,,0.048,,,,0.001,0.263,,,,,0.001,0.202,,130.081,112078728,105.761,130.032,99.963,,,,,,0.137,,,,,0.178,,3.656,,,,,4.756,
